bioproject,study,biosample,sample,experiment,run,amikacin,bedaquiline,capreomycin,clofazimine,delamanid,ethionamide,ethambutol,isoniazid,kanamycin,levofloxacin,linezolid,moxifloxacin,pyrazinamide,rifampicin,streptomycin
PRJEB26001,,,ERS2401504,ERX2536042,ERR2516827,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401762,ERX2536300,ERR2517085,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401516,ERX2536054,ERR2516839,S,,S,,,,,R,S,R,,R,,R,
PRJEB26001,,,ERS2401441,ERX2535979,ERR2516764,S,,S,,,,,R,S,R,,R,,R,
PRJEB26001,,,ERS2401548,ERX2536086,ERR2516871,S,,S,,,,,R,S,R,,R,,R,
PRJEB26001,,,ERS2401557,ERX2536095,ERR2516880,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401582,ERX2536120,ERR2516905,S,,S,,,,,R,S,R,,R,,R,
PRJEB26001,,,ERS2401719,ERX2536257,ERR2517042,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401800,ERX2536338,ERR2517123,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401529,ERX2536067,ERR2516852,R,,R,,,,,R,R,R,,R,,R,
PRJEB26001,,,ERS2401563,ERX2536101,ERR2516886,S,,S,,,,R,R,S,R,,R,,R,
PRJEB26001,,,ERS2401588,ERX2536126,ERR2516911,S,,S,,,,R,R,S,R,,R,,R,
PRJEB26001,,,ERS2401488,ERX2536026,ERR2516811,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401767,ERX2536305,ERR2517090,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401658,ERX2536196,ERR2516981,,,S,,,,R,R,R,R,,R,,R,
PRJEB26001,,,ERS2401665,ERX2536203,ERR2516988,S,,R,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401419,ERX2535957,ERR2516742,R,,R,,,,R,R,R,S,,S,,R,
PRJEB26001,,,ERS2401627,ERX2536165,ERR2516950,R,,S,,,,R,R,R,R,,R,,R,
PRJEB26001,,,ERS2401798,ERX2536336,ERR2517121,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401731,ERX2536269,ERR2517054,S,,S,,,,S,,S,S,,S,,R,
PRJEB26001,,,ERS2401656,ERX2536194,ERR2516979,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401455,ERX2535993,ERR2516778,R,,R,,,,,R,R,S,,S,,R,
PRJEB26001,,,ERS2401718,ERX2536256,ERR2517041,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401571,ERX2536109,ERR2516894,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401587,ERX2536125,ERR2516910,S,,S,,,,R,R,R,S,,S,,R,
PRJEB26001,,,ERS2401575,ERX2536113,ERR2516898,S,,S,,,,R,R,S,R,,R,,R,
PRJEB26001,,,ERS2401791,ERX2536329,ERR2517114,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401802,ERX2536340,ERR2517125,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401603,ERX2536141,ERR2516926,S,,S,,,,R,R,R,R,,R,,R,
PRJEB26001,,,ERS2401693,ERX2536231,ERR2517016,S,,S,,,,R,R,R,R,,R,,R,
PRJEB26001,,,ERS2401507,ERX2536045,ERR2516830,,,,,,,S,S,,,,,,S,
PRJEB26001,,,ERS2401735,ERX2536273,ERR2517058,,,,,,,S,S,,,,,,S,
PRJEB26001,,,ERS2401550,ERX2536088,ERR2516873,,,,,,,S,S,,,,,,S,
PRJEB26001,,,ERS2401546,ERX2536084,ERR2516869,,,,,,,S,S,,,,,,S,
PRJEB26001,,,ERS2401453,ERX2535991,ERR2516776,S,,S,,,,S,R,S,S,,S,,S,
PRJEB26001,,,ERS2401596,ERX2536134,ERR2516919,S,,S,,,,S,R,S,S,,S,,S,
PRJEB26001,,,ERS2401725,ERX2536263,ERR2517048,S,,S,,,,S,,S,S,,S,,S,
PRJEB26001,,,ERS2401532,ERX2536070,ERR2516855,S,,S,,,,S,R,S,R,,R,,R,
PRJEB26001,,,ERS2401711,ERX2536249,ERR2517034,S,,S,,,,S,R,S,R,,R,,R,
PRJEB26001,,,ERS2401492,ERX2536030,ERR2516815,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401610,ERX2536148,ERR2516933,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401623,ERX2536161,ERR2516946,,,,,,,,R,,,,,,R,
PRJEB26001,,,ERS2401759,ERX2536297,ERR2517082,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401669,ERX2536207,ERR2516992,,,,,,,S,S,,,,,,S,
PRJEB26001,,,ERS2401611,ERX2536149,ERR2516934,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401461,ERX2535999,ERR2516784,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401478,ERX2536016,ERR2516801,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401523,ERX2536061,ERR2516846,R,,R,,,,R,R,R,R,,R,,R,
PRJEB26001,,,ERS2401636,ERX2536174,ERR2516959,S,,S,,,,R,R,S,R,,R,,R,
PRJEB26001,,,ERS2401752,ERX2536290,ERR2517075,S,,R,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401597,ERX2536135,ERR2516920,,,,,,,R,R,,,,,,R,
PRJEB26001,,,ERS2401624,ERX2536162,ERR2516947,S,,S,,,,,R,S,R,,R,,R,
PRJEB26001,,,ERS2401427,ERX2535965,ERR2516750,S,,S,,,,S,R,S,R,,R,,R,
PRJEB26001,,,ERS2401614,ERX2536152,ERR2516937,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401652,ERX2536190,ERR2516975,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401732,ERX2536270,ERR2517055,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401764,ERX2536302,ERR2517087,,,,,,,R,R,,,,,,,
PRJEB26001,,,ERS2401449,ERX2535987,ERR2516772,S,,S,,,,,R,R,R,,R,,R,
PRJEB26001,,,ERS2401661,ERX2536199,ERR2516984,S,,S,,,,,R,S,R,,R,,R,
PRJEB26001,,,ERS2401433,ERX2535971,ERR2516756,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401599,ERX2536137,ERR2516922,S,,S,,,,,R,R,S,,S,,R,
PRJEB26001,,,ERS2401741,ERX2536279,ERR2517064,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401677,ERX2536215,ERR2517000,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401448,ERX2535986,ERR2516771,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401690,ERX2536228,ERR2517013,S,,S,,,,R,R,S,R,,R,,R,
PRJEB26001,,,ERS2401502,ERX2536040,ERR2516825,S,,S,,,,R,R,S,R,,R,,R,
PRJEB26001,,,ERS2401784,ERX2536322,ERR2517107,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401783,ERX2536321,ERR2517106,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401602,ERX2536140,ERR2516925,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401566,ERX2536104,ERR2516889,,,,,,,S,S,,,,,,,
PRJEB26001,,,ERS2401695,ERX2536233,ERR2517018,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401483,ERX2536021,ERR2516806,S,,S,,,,,R,R,R,,R,,R,
PRJEB26001,,,ERS2401585,ERX2536123,ERR2516908,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401498,ERX2536036,ERR2516821,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401609,ERX2536147,ERR2516932,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401517,ERX2536055,ERR2516840,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401646,ERX2536184,ERR2516969,S,,R,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401540,ERX2536078,ERR2516863,R,,R,,,,R,R,R,S,,S,,R,
PRJEB26001,,,ERS2401788,ERX2536326,ERR2517111,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401460,ERX2535998,ERR2516783,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401496,ERX2536034,ERR2516819,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401470,ERX2536008,ERR2516793,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401536,ERX2536074,ERR2516859,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401684,ERX2536222,ERR2517007,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401421,ERX2535959,ERR2516744,S,,S,,,,S,R,S,S,,S,,,
PRJEB26001,,,ERS2401439,ERX2535977,ERR2516762,,,,,,,S,S,,,,,,,
PRJEB26001,,,ERS2401486,ERX2536024,ERR2516809,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401480,ERX2536018,ERR2516803,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401703,ERX2536241,ERR2517026,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401793,ERX2536331,ERR2517116,S,,S,,,,,R,S,R,,R,,R,
PRJEB26001,,,ERS2401657,ERX2536195,ERR2516980,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401771,ERX2536309,ERR2517094,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401545,ERX2536083,ERR2516868,S,,S,,,,R,R,S,R,,R,,R,
PRJEB26001,,,ERS2401574,ERX2536112,ERR2516897,R,,R,,,,,R,R,S,,S,,R,
PRJEB26001,,,ERS2401639,ERX2536177,ERR2516962,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401737,ERX2536275,ERR2517060,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401714,ERX2536252,ERR2517037,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401713,ERX2536251,ERR2517036,S,,S,,,,S,R,S,R,,R,,R,
PRJEB26001,,,ERS2401712,ERX2536250,ERR2517035,S,,S,,,,S,R,S,R,,R,,R,
PRJEB26001,,,ERS2401670,ERX2536208,ERR2516993,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401451,ERX2535989,ERR2516774,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401463,ERX2536001,ERR2516786,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401445,ERX2535983,ERR2516768,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401554,ERX2536092,ERR2516877,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401535,ERX2536073,ERR2516858,R,,R,,,,,R,R,S,,S,,R,
PRJEB26001,,,ERS2401638,ERX2536176,ERR2516961,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401484,ERX2536022,ERR2516807,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401727,ERX2536265,ERR2517050,,,,,,,S,S,,,,,,S,
PRJEB26001,,,ERS2401552,ERX2536090,ERR2516875,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401682,ERX2536220,ERR2517005,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401729,ERX2536267,ERR2517052,S,,S,,,,,R,S,R,,R,,R,
PRJEB26001,,,ERS2401533,ERX2536071,ERR2516856,S,,S,,,,R,R,S,R,,R,,R,
PRJEB26001,,,ERS2401641,ERX2536179,ERR2516964,S,,S,,,,R,R,R,R,,R,,R,
PRJEB26001,,,ERS2401456,ERX2535994,ERR2516779,S,,S,,,,R,R,R,R,,R,,R,
PRJEB26001,,,ERS2401628,ERX2536166,ERR2516951,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401432,ERX2535970,ERR2516755,S,,S,,,,S,R,S,S,,S,,S,
PRJEB26001,,,ERS2401537,ERX2536075,ERR2516860,S,,S,,,,S,R,S,S,,S,,S,
PRJEB26001,,,ERS2401555,ERX2536093,ERR2516878,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401551,ERX2536089,ERR2516874,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401758,ERX2536296,ERR2517081,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401468,ERX2536006,ERR2516791,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401579,ERX2536117,ERR2516902,S,,S,,,,,R,R,S,,S,,R,
PRJEB26001,,,ERS2401562,ERX2536100,ERR2516885,,,,,,,,R,,,,,,R,
PRJEB26001,,,ERS2401513,ERX2536051,ERR2516836,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401426,ERX2535964,ERR2516749,S,,S,,,,,R,R,S,,S,,R,
PRJEB26001,,,ERS2401617,ERX2536155,ERR2516940,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401679,ERX2536217,ERR2517002,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401633,ERX2536171,ERR2516956,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401746,ERX2536284,ERR2517069,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401591,ERX2536129,ERR2516914,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401417,ERX2535955,ERR2516740,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401736,ERX2536274,ERR2517059,R,,R,,,,R,R,R,S,,S,,R,
PRJEB26001,,,ERS2401423,ERX2535961,ERR2516746,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401474,ERX2536012,ERR2516797,,,,,,,,R,,,,,,,
PRJEB26001,,,ERS2401792,ERX2536330,ERR2517115,,,,,,,S,R,,,,,,R,
PRJEB26001,,,ERS2401662,ERX2536200,ERR2516985,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401581,ERX2536119,ERR2516904,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401469,ERX2536007,ERR2516792,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401708,ERX2536246,ERR2517031,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401781,ERX2536319,ERR2517104,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401801,ERX2536339,ERR2517124,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401490,ERX2536028,ERR2516813,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401660,ERX2536198,ERR2516983,S,,S,,,,,R,R,S,,S,,R,
PRJEB26001,,,ERS2401442,ERX2535980,ERR2516765,S,,S,,,,,R,R,S,,S,,R,
PRJEB26001,,,ERS2401688,ERX2536226,ERR2517011,S,,S,,,,R,R,R,S,,S,,R,
PRJEB26001,,,ERS2401549,ERX2536087,ERR2516872,S,,S,,,,R,R,R,S,,S,,R,
PRJEB26001,,,ERS2401765,ERX2536303,ERR2517088,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401653,ERX2536191,ERR2516976,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401769,ERX2536307,ERR2517092,S,,S,,,,R,R,R,S,,S,,R,
PRJEB26001,,,ERS2401748,ERX2536286,ERR2517071,S,,S,,,,,R,R,S,,S,,R,
PRJEB26001,,,ERS2401777,ERX2536315,ERR2517100,S,,S,,,,,R,S,R,,R,,R,
PRJEB26001,,,ERS2401644,ERX2536182,ERR2516967,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401547,ERX2536085,ERR2516870,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401472,ERX2536010,ERR2516795,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401565,ERX2536103,ERR2516888,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401640,ERX2536178,ERR2516963,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401790,ERX2536328,ERR2517113,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401794,ERX2536332,ERR2517117,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401519,ERX2536057,ERR2516842,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401723,ERX2536261,ERR2517046,,,,,,,,R,,,,,,R,
PRJEB26001,,,ERS2401530,ERX2536068,ERR2516853,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401796,ERX2536334,ERR2517119,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401495,ERX2536033,ERR2516818,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401716,ERX2536254,ERR2517039,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401728,ERX2536266,ERR2517051,,,,,,,S,S,,,,,,S,
PRJEB26001,,,ERS2401608,ERX2536146,ERR2516931,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401572,ERX2536110,ERR2516895,S,,S,,,,,R,R,S,,S,,R,
PRJEB26001,,,ERS2401654,ERX2536192,ERR2516977,S,,S,,,,,R,R,S,,S,,R,
PRJEB26001,,,ERS2401702,ERX2536240,ERR2517025,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401773,ERX2536311,ERR2517096,S,,S,,,,,R,R,S,,S,,R,
PRJEB26001,,,ERS2401678,ERX2536216,ERR2517001,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401772,ERX2536310,ERR2517095,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401497,ERX2536035,ERR2516820,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401630,ERX2536168,ERR2516953,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401465,ERX2536003,ERR2516788,S,,S,,,,R,R,R,R,,R,,R,
PRJEB26001,,,ERS2401570,ERX2536108,ERR2516893,S,,S,,,,,R,R,R,,R,,R,
PRJEB26001,,,ERS2401542,ERX2536080,ERR2516865,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401477,ERX2536015,ERR2516800,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401674,ERX2536212,ERR2516997,,,,,,,,R,,,,,,R,
PRJEB26001,,,ERS2401663,ERX2536201,ERR2516986,S,,S,,,,,R,S,R,,S,,R,
PRJEB26001,,,ERS2401503,ERX2536041,ERR2516826,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401543,ERX2536081,ERR2516866,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401650,ERX2536188,ERR2516973,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401436,ERX2535974,ERR2516759,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401760,ERX2536298,ERR2517083,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401447,ERX2535985,ERR2516770,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401559,ERX2536097,ERR2516882,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401604,ERX2536142,ERR2516927,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401709,ERX2536247,ERR2517032,S,,S,,,,S,R,R,R,,R,,R,
PRJEB26001,,,ERS2401685,ERX2536223,ERR2517008,S,,S,,,,R,R,S,R,,R,,R,
PRJEB26001,,,ERS2401595,ERX2536133,ERR2516918,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401615,ERX2536153,ERR2516938,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401750,ERX2536288,ERR2517073,S,,S,,,,S,,S,S,,S,,R,
PRJEB26001,,,ERS2401775,ERX2536313,ERR2517098,S,,S,,,,,R,R,S,,S,,R,
PRJEB26001,,,ERS2401686,ERX2536224,ERR2517009,S,,S,,,,,R,R,S,,S,,R,
PRJEB26001,,,ERS2401747,ERX2536285,ERR2517070,R,,R,,,,R,R,R,R,,R,,R,
PRJEB26001,,,ERS2401422,ERX2535960,ERR2516745,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401676,ERX2536214,ERR2516999,S,,S,,,,S,R,S,S,,S,,,
PRJEB26001,,,ERS2401757,ERX2536295,ERR2517080,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401443,ERX2535981,ERR2516766,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401726,ERX2536264,ERR2517049,S,,S,,,,,R,S,R,,R,,R,
PRJEB26001,,,ERS2401799,ERX2536337,ERR2517122,S,,S,,,,R,R,S,R,,R,,R,
PRJEB26001,,,ERS2401635,ERX2536173,ERR2516958,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401584,ERX2536122,ERR2516907,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401621,ERX2536159,ERR2516944,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401692,ERX2536230,ERR2517015,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401785,ERX2536323,ERR2517108,S,,S,,,,R,R,R,R,,R,,R,
PRJEB26001,,,ERS2401664,ERX2536202,ERR2516987,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401424,ERX2535962,ERR2516747,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401631,ERX2536169,ERR2516954,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401689,ERX2536227,ERR2517012,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401556,ERX2536094,ERR2516879,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401514,ERX2536052,ERR2516837,S,,S,,,,S,R,S,S,,S,,,
PRJEB26001,,,ERS2401680,ERX2536218,ERR2517003,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401673,ERX2536211,ERR2516996,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401434,ERX2535972,ERR2516757,S,,S,,,,R,R,S,R,,R,,R,
PRJEB26001,,,ERS2401583,ERX2536121,ERR2516906,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401613,ERX2536151,ERR2516936,S,,S,,,,,R,S,S,,S,,,
PRJEB26001,,,ERS2401541,ERX2536079,ERR2516864,S,,S,,,,S,R,S,S,,S,,,
PRJEB26001,,,ERS2401430,ERX2535968,ERR2516753,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401705,ERX2536243,ERR2517028,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401534,ERX2536072,ERR2516857,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401704,ERX2536242,ERR2517027,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401601,ERX2536139,ERR2516924,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401561,ERX2536099,ERR2516884,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401475,ERX2536013,ERR2516798,R,,R,,,,R,R,R,R,,R,,R,
PRJEB26001,,,ERS2401782,ERX2536320,ERR2517105,,,,,,,S,S,,,,,,S,
PRJEB26001,,,ERS2401464,ERX2536002,ERR2516787,S,,S,,,,R,R,R,S,,S,,R,
PRJEB26001,,,ERS2401462,ERX2536000,ERR2516785,S,,S,,,,S,,S,S,,S,,R,
PRJEB26001,,,ERS2401564,ERX2536102,ERR2516887,S,,S,,,,S,,S,S,,S,,R,
PRJEB26001,,,ERS2401776,ERX2536314,ERR2517099,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401499,ERX2536037,ERR2516822,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401418,ERX2535956,ERR2516741,,,,,,,S,S,,,,,,S,
PRJEB26001,,,ERS2401675,ERX2536213,ERR2516998,S,,S,,,,R,R,R,S,,S,,R,
PRJEB26001,,,ERS2401697,ERX2536235,ERR2517020,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401512,ERX2536050,ERR2516835,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401437,ERX2535975,ERR2516760,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401649,ERX2536187,ERR2516972,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401425,ERX2535963,ERR2516748,,,,,,,R,R,,,,,,R,
PRJEB26001,,,ERS2401476,ERX2536014,ERR2516799,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401779,ERX2536317,ERR2517102,,,,,,,S,S,,,,,,S,
PRJEB26001,,,ERS2401528,ERX2536066,ERR2516851,S,,S,,,,,R,R,S,,S,,R,
PRJEB26001,,,ERS2401749,ERX2536287,ERR2517072,,,,,,,S,S,,,,,,S,
PRJEB26001,,,ERS2401700,ERX2536238,ERR2517023,S,,S,,,,R,R,S,R,,R,,R,
PRJEB26001,,,ERS2401691,ERX2536229,ERR2517014,S,,S,,,,R,R,S,R,,R,,R,
PRJEB26001,,,ERS2401531,ERX2536069,ERR2516854,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401768,ERX2536306,ERR2517091,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401466,ERX2536004,ERR2516789,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401569,ERX2536107,ERR2516892,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401567,ERX2536105,ERR2516890,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401515,ERX2536053,ERR2516838,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401593,ERX2536131,ERR2516916,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401683,ERX2536221,ERR2517006,S,,S,,,,,R,S,S,,S,,R,
PRJEB26001,,,ERS2401668,ERX2536206,ERR2516991,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401489,ERX2536027,ERR2516812,S,,S,,,,R,R,S,R,,R,,R,
PRJEB26001,,,ERS2401600,ERX2536138,ERR2516923,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401730,ERX2536268,ERR2517053,S,,S,,,,R,R,S,S,,S,,R,
PRJEB26001,,,ERS2401632,ERX2536170,ERR2516955,S,,S,,,,,R,R,R,,R,,R,
PRJEB26001,,,ERS2401717,ERX2536255,ERR2517040,S,,S,,,,,R,S,R,,R,,R,
PRJEB26001,,,ERS2401625,ERX2536163,ERR2516948,S,,S,,,,S,R,S,S,,S,,R,
PRJEB26001,,,ERS2401580,ERX2536118,ERR2516903,S,,S,,,,S,R,S,S,,S,,R,
