ena_project,ena_sample,ena_experiment,ena_run
PRJEB41242,ERS5318231,ERX4699142,ERR4829158
PRJEB41245,ERS5319086,ERX4699997,ERR4830013
PRJEB41245,ERS5319085,ERX4699996,ERR4830012
PRJEB41242,ERS5318135,ERX4699046,ERR4829062
PRJEB41245,ERS5319084,ERX4699995,ERR4830011
PRJEB41242,ERS5318138,ERX4699049,ERR4829065
PRJEB41242,ERS5318139,ERX4699050,ERR4829066
PRJEB41242,ERS5318140,ERX4699051,ERR4829067
PRJEB41242,ERS5318141,ERX4699052,ERR4829068
PRJEB41242,ERS5318248,ERX4699159,ERR4829175
PRJEB25972,ERS2394937,ERX2530036,ERR2510621
PRJEB25972,ERS2394841,ERX2529940,ERR2510525
PRJEB41244,ERS5319025,ERX4699936,ERR4829952
PRJEB25972,ERS2394882,ERX2529981,ERR2510566
PRJEB25972,ERS2394883,ERX2529982,ERR2510567
PRJEB25972,ERS2394866,ERX2529965,ERR2510550
PRJEB25972,ERS2394865,ERX2529964,ERR2510549
PRJEB25972,ERS2394864,ERX2529963,ERR2510548
PRJEB25972,ERS2394863,ERX2529962,ERR2510547
PRJEB25972,ERS2394888,ERX2529987,ERR2510572
PRJEB25972,ERS2394894,ERX2529993,ERR2510578
PRJEB25972,ERS2394963,ERX2530062,ERR2510647
PRJEB25972,ERS2394903,ERX2530002,ERR2510587
PRJEB25972,ERS2394907,ERX2530006,ERR2510591
PRJEB25972,ERS2394921,ERX2530020,ERR2510605
PRJEB25972,ERS2394947,ERX2530046,ERR2510631
PRJEB25972,ERS2394934,ERX2530033,ERR2510618
PRJEB25972,ERS2394925,ERX2530024,ERR2510609
PRJEB25972,ERS2394940,ERX2530039,ERR2510624
PRJEB25972,ERS2394933,ERX2530032,ERR2510617
PRJEB25972,ERS2394950,ERX2530049,ERR2510634
PRJEB25972,ERS2394954,ERX2530053,ERR2510638
PRJEB25972,ERS2394961,ERX2530060,ERR2510645
PRJEB25972,ERS2394962,ERX2530061,ERR2510646
PRJEB25972,ERS2394881,ERX2529980,ERR2510565
PRJEB41244,ERS5319014,ERX4699925,ERR4829941
PRJEB25972,ERS2394642,ERX2529741,ERR2510326
PRJEB41244,ERS5319006,ERX4699917,ERR4829933
PRJEB25972,ERS2394587,ERX2529686,ERR2510271
PRJEB25972,ERS2394581,ERX2529680,ERR2510265
PRJEB25972,ERS2394667,ERX2529766,ERR2510351
PRJEB25972,ERS2394719,ERX2529818,ERR2510403
PRJEB25972,ERS2394652,ERX2529751,ERR2510336
PRJEB25972,ERS2394628,ERX2529727,ERR2510312
PRJEB25972,ERS2394666,ERX2529765,ERR2510350
PRJEB25972,ERS2394720,ERX2529819,ERR2510404
PRJEB25972,ERS2394722,ERX2529821,ERR2510406
PRJEB25972,ERS2394744,ERX2529843,ERR2510428
PRJEB41244,ERS5319038,ERX4699949,ERR4829965
PRJEB25972,ERS2394803,ERX2529902,ERR2510487
PRJEB25972,ERS2394818,ERX2529917,ERR2510502
PRJEB25972,ERS2394842,ERX2529941,ERR2510526
PRJEB25972,ERS2394789,ERX2529888,ERR2510473
PRJEB25972,ERS2395176,ERX2530275,ERR2510860
PRJEB25972,ERS2395177,ERX2530276,ERR2510861
PRJEB25972,ERS2394814,ERX2529913,ERR2510498
PRJEB25972,ERS2394837,ERX2529936,ERR2510521
PRJEB25972,ERS2394936,ERX2530035,ERR2510620
PRJEB25972,ERS2394893,ERX2529992,ERR2510577
PRJEB25972,ERS2394838,ERX2529937,ERR2510522
PRJEB41244,ERS5319028,ERX4699939,ERR4829955
PRJEB25972,ERS2394586,ERX2529685,ERR2510270
PRJEB25972,ERS2394608,ERX2529707,ERR2510292
PRJEB25972,ERS2394571,ERX2529670,ERR2510255
PRJEB25972,ERS2394577,ERX2529676,ERR2510261
PRJEB25972,ERS2394583,ERX2529682,ERR2510267
PRJEB25972,ERS2394597,ERX2529696,ERR2510281
PRJEB41244,ERS5319016,ERX4699927,ERR4829943
PRJEB25972,ERS2394946,ERX2530045,ERR2510630
PRJEB25972,ERS2394580,ERX2529679,ERR2510264
PRJEB25972,ERS2394616,ERX2529715,ERR2510300
PRJEB25972,ERS2394566,ERX2529665,ERR2510250
PRJEB25972,ERS2394565,ERX2529664,ERR2510249
PRJEB25972,ERS2394634,ERX2529733,ERR2510318
PRJEB25972,ERS2394602,ERX2529701,ERR2510286
PRJEB41244,ERS5319019,ERX4699930,ERR4829946
PRJEB25972,ERS2394711,ERX2529810,ERR2510395
PRJEB25972,ERS2394673,ERX2529772,ERR2510357
PRJEB25972,ERS2394681,ERX2529780,ERR2510365
PRJEB25972,ERS2394668,ERX2529767,ERR2510352
PRJEB41244,ERS5319020,ERX4699931,ERR4829947
PRJEB25972,ERS2394700,ERX2529799,ERR2510384
PRJEB25972,ERS2394696,ERX2529795,ERR2510380
PRJEB25972,ERS2394702,ERX2529801,ERR2510386
PRJEB25972,ERS2394729,ERX2529828,ERR2510413
PRJEB25972,ERS2394728,ERX2529827,ERR2510412
PRJEB25972,ERS2394731,ERX2529830,ERR2510415
PRJEB25972,ERS2394749,ERX2529848,ERR2510433
PRJEB25972,ERS2394754,ERX2529853,ERR2510438
PRJEB25972,ERS2394746,ERX2529845,ERR2510430
PRJEB25972,ERS2394605,ERX2529704,ERR2510289
PRJEB25972,ERS2394806,ERX2529905,ERR2510490
PRJEB41244,ERS5319037,ERX4699948,ERR4829964
PRJEB25972,ERS2394807,ERX2529906,ERR2510491
PRJEB25972,ERS2394787,ERX2529886,ERR2510471
PRJEB25972,ERS2394786,ERX2529885,ERR2510470
PRJEB25972,ERS2394804,ERX2529903,ERR2510488
PRJEB25972,ERS2394785,ERX2529884,ERR2510469
PRJEB25972,ERS2394808,ERX2529907,ERR2510492
PRJEB25972,ERS2394813,ERX2529912,ERR2510497
PRJEB25972,ERS2394820,ERX2529919,ERR2510504
PRJEB25972,ERS2394819,ERX2529918,ERR2510503
PRJEB25972,ERS2394809,ERX2529908,ERR2510493
PRJEB25972,ERS2394822,ERX2529921,ERR2510506
PRJEB25972,ERS2394821,ERX2529920,ERR2510505
PRJEB25972,ERS2394869,ERX2529968,ERR2510553
PRJEB25972,ERS2394870,ERX2529969,ERR2510554
PRJEB25972,ERS2394873,ERX2529972,ERR2510557
PRJEB25972,ERS2394872,ERX2529971,ERR2510556
PRJEB25972,ERS2394861,ERX2529960,ERR2510545
PRJEB25972,ERS2394889,ERX2529988,ERR2510573
PRJEB25972,ERS2394920,ERX2530019,ERR2510604
PRJEB25972,ERS2394898,ERX2529997,ERR2510582
PRJEB25972,ERS2394916,ERX2530015,ERR2510600
PRJEB25972,ERS2394897,ERX2529996,ERR2510581
PRJEB25972,ERS2394899,ERX2529998,ERR2510583
PRJEB25972,ERS2394876,ERX2529975,ERR2510560
PRJEB25972,ERS2394875,ERX2529974,ERR2510559
PRJEB25972,ERS2394904,ERX2530003,ERR2510588
PRJEB25972,ERS2394919,ERX2530018,ERR2510603
PRJEB25972,ERS2394960,ERX2530059,ERR2510644
PRJEB25972,ERS2394932,ERX2530031,ERR2510616
PRJEB25972,ERS2394874,ERX2529973,ERR2510558
PRJEB25972,ERS2394617,ERX2529716,ERR2510301
PRJEB25972,ERS2394917,ERX2530016,ERR2510601
PRJEB25972,ERS2394868,ERX2529967,ERR2510552
PRJEB25972,ERS2394774,ERX2529873,ERR2510458
PRJEB25972,ERS2394776,ERX2529875,ERR2510460
PRJEB41244,ERS5319046,ERX4699957,ERR4829973
PRJEB41244,ERS5319018,ERX4699929,ERR4829945
PRJEB25972,ERS2394576,ERX2529675,ERR2510260
PRJEB25972,ERS2394633,ERX2529732,ERR2510317
PRJEB25972,ERS2394654,ERX2529753,ERR2510338
PRJEB25972,ERS2394637,ERX2529736,ERR2510321
PRJEB25972,ERS2394629,ERX2529728,ERR2510313
PRJEB25972,ERS2394663,ERX2529762,ERR2510347
PRJEB25972,ERS2394684,ERX2529783,ERR2510368
PRJEB25972,ERS2394712,ERX2529811,ERR2510396
PRJEB41244,ERS5319044,ERX4699955,ERR4829971
PRJEB25972,ERS2394811,ERX2529910,ERR2510495
PRJEB25972,ERS2394769,ERX2529868,ERR2510453
PRJEB25972,ERS2394757,ERX2529856,ERR2510441
PRJEB41244,ERS5319030,ERX4699941,ERR4829957
PRJEB25972,ERS2394765,ERX2529864,ERR2510449
PRJEB25972,ERS2395016,ERX2530115,ERR2510700
PRJEB25972,ERS2394758,ERX2529857,ERR2510442
PRJEB25972,ERS2394802,ERX2529901,ERR2510486
PRJEB25972,ERS2394795,ERX2529894,ERR2510479
PRJEB41244,ERS5319013,ERX4699924,ERR4829940
PRJEB25972,ERS2394817,ERX2529916,ERR2510501
PRJEB25972,ERS2394781,ERX2529880,ERR2510465
PRJEB25972,ERS2394792,ERX2529891,ERR2510476
PRJEB25972,ERS2394854,ERX2529953,ERR2510538
PRJEB25972,ERS2394884,ERX2529983,ERR2510568
PRJEB25972,ERS2394885,ERX2529984,ERR2510569
PRJEB25972,ERS2394935,ERX2530034,ERR2510619
PRJEB25972,ERS2394890,ERX2529989,ERR2510574
PRJEB25972,ERS2394886,ERX2529985,ERR2510570
PRJEB25972,ERS2394855,ERX2529954,ERR2510539
PRJEB25972,ERS2394857,ERX2529956,ERR2510541
PRJEB25972,ERS2394858,ERX2529957,ERR2510542
PRJEB25972,ERS2394859,ERX2529958,ERR2510543
PRJEB41244,ERS5319036,ERX4699947,ERR4829963
PRJEB25972,ERS2394924,ERX2530023,ERR2510608
PRJEB41244,ERS5319050,ERX4699961,ERR4829977
PRJEB25972,ERS2394923,ERX2530022,ERR2510607
PRJEB41244,ERS5319033,ERX4699944,ERR4829960
PRJEB25972,ERS2394592,ERX2529691,ERR2510276
PRJEB25972,ERS2394611,ERX2529710,ERR2510295
PRJEB25972,ERS2394614,ERX2529713,ERR2510298
PRJEB25972,ERS2394606,ERX2529705,ERR2510290
PRJEB25972,ERS2394926,ERX2530025,ERR2510610
PRJEB25972,ERS2394942,ERX2530041,ERR2510626
PRJEB25972,ERS2394965,ERX2530064,ERR2510649
PRJEB25972,ERS2394966,ERX2530065,ERR2510650
PRJEB25972,ERS2394939,ERX2530038,ERR2510623
PRJEB25972,ERS2394613,ERX2529712,ERR2510297
PRJEB25972,ERS2394563,ERX2529662,ERR2510247
PRJEB25972,ERS2394564,ERX2529663,ERR2510248
PRJEB41244,ERS5319009,ERX4699920,ERR4829936
PRJEB25972,ERS2394574,ERX2529673,ERR2510258
PRJEB25972,ERS2394575,ERX2529674,ERR2510259
PRJEB25972,ERS2394578,ERX2529677,ERR2510262
PRJEB25972,ERS2394579,ERX2529678,ERR2510263
PRJEB25972,ERS2394584,ERX2529683,ERR2510268
PRJEB25972,ERS2394585,ERX2529684,ERR2510269
PRJEB25972,ERS2394559,ERX2529658,ERR2510243
PRJEB25972,ERS2395186,ERX2530285,ERR2510870
PRJEB25972,ERS2395187,ERX2530286,ERR2510871
PRJEB25972,ERS2394567,ERX2529666,ERR2510251
PRJEB25972,ERS2394589,ERX2529688,ERR2510273
PRJEB25972,ERS2394596,ERX2529695,ERR2510280
PRJEB25972,ERS2394568,ERX2529667,ERR2510252
PRJEB25972,ERS2394591,ERX2529690,ERR2510275
PRJEB25972,ERS2394615,ERX2529714,ERR2510299
PRJEB41244,ERS5319041,ERX4699952,ERR4829968
PRJEB25972,ERS2394640,ERX2529739,ERR2510324
PRJEB25972,ERS2395189,ERX2530288,ERR2510873
PRJEB25972,ERS2395195,ERX2530294,ERR2510879
PRJEB25972,ERS2394669,ERX2529768,ERR2510353
PRJEB25972,ERS2394670,ERX2529769,ERR2510354
PRJEB25972,ERS2394713,ERX2529812,ERR2510397
PRJEB25972,ERS2394698,ERX2529797,ERR2510382
PRJEB25972,ERS2394701,ERX2529800,ERR2510385
PRJEB25972,ERS2394603,ERX2529702,ERR2510287
PRJEB25972,ERS2394715,ERX2529814,ERR2510399
PRJEB25972,ERS2394604,ERX2529703,ERR2510288
PRJEB25972,ERS2394714,ERX2529813,ERR2510398
PRJEB25972,ERS2394708,ERX2529807,ERR2510392
PRJEB25972,ERS2394718,ERX2529817,ERR2510402
PRJEB25972,ERS2394703,ERX2529802,ERR2510387
PRJEB25972,ERS2394730,ERX2529829,ERR2510414
PRJEB25972,ERS2394743,ERX2529842,ERR2510427
PRJEB25972,ERS2394755,ERX2529854,ERR2510439
PRJEB25972,ERS2394727,ERX2529826,ERR2510411
PRJEB25972,ERS2394624,ERX2529723,ERR2510308
PRJEB25972,ERS2394784,ERX2529883,ERR2510468
PRJEB25972,ERS2394798,ERX2529897,ERR2510482
PRJEB25972,ERS2394756,ERX2529855,ERR2510440
PRJEB25972,ERS2394799,ERX2529898,ERR2510483
PRJEB25972,ERS2394790,ERX2529889,ERR2510474
PRJEB25972,ERS2394844,ERX2529943,ERR2510528
PRJEB25972,ERS2394843,ERX2529942,ERR2510527
PRJEB25972,ERS2394840,ERX2529939,ERR2510524
PRJEB25972,ERS2394630,ERX2529729,ERR2510314
PRJEB25972,ERS2394832,ERX2529931,ERR2510516
PRJEB25972,ERS2394836,ERX2529935,ERR2510520
PRJEB25972,ERS2394829,ERX2529928,ERR2510513
PRJEB25972,ERS2394896,ERX2529995,ERR2510580
PRJEB25972,ERS2394895,ERX2529994,ERR2510579
PRJEB25972,ERS2394635,ERX2529734,ERR2510319
PRJEB25972,ERS2394908,ERX2530007,ERR2510592
PRJEB41244,ERS5319035,ERX4699946,ERR4829962
PRJEB25972,ERS2394636,ERX2529735,ERR2510320
PRJEB25972,ERS2394918,ERX2530017,ERR2510602
PRJEB25972,ERS2394915,ERX2530014,ERR2510599
PRJEB25972,ERS2394831,ERX2529930,ERR2510515
PRJEB25972,ERS2394957,ERX2530056,ERR2510641
PRJEB25972,ERS2394639,ERX2529738,ERR2510323
PRJEB25972,ERS2394641,ERX2529740,ERR2510325
PRJEB25972,ERS2394643,ERX2529742,ERR2510327
PRJEB25972,ERS2394644,ERX2529743,ERR2510328
PRJEB25972,ERS2394646,ERX2529745,ERR2510330
PRJEB25972,ERS2394647,ERX2529746,ERR2510331
PRJEB25972,ERS2394649,ERX2529748,ERR2510333
PRJEB25972,ERS2394660,ERX2529759,ERR2510344
PRJEB25972,ERS2394661,ERX2529760,ERR2510345
PRJEB25972,ERS2394662,ERX2529761,ERR2510346
PRJEB25972,ERS2394664,ERX2529763,ERR2510348
PRJEB25972,ERS2394665,ERX2529764,ERR2510349
PRJEB25972,ERS2394675,ERX2529774,ERR2510359
PRJEB25972,ERS2394683,ERX2529782,ERR2510367
PRJEB25972,ERS2394691,ERX2529790,ERR2510375
PRJEB25972,ERS2394695,ERX2529794,ERR2510379
PRJEB41270,ERS5319922,ERX4700833,ERR4830849
PRJEB41270,ERS5319921,ERX4700832,ERR4830848
PRJEB41270,ERS5319932,ERX4700843,ERR4830859
PRJEB41270,ERS5319926,ERX4700837,ERR4830853
PRJEB41270,ERS5319933,ERX4700844,ERR4830860
PRJEB41270,ERS5319947,ERX4700858,ERR4830874
PRJEB41270,ERS5319946,ERX4700857,ERR4830873
PRJEB41270,ERS5319952,ERX4700863,ERR4830879
PRJEB41270,ERS5319950,ERX4700861,ERR4830877
PRJEB41270,ERS5319930,ERX4700841,ERR4830857
PRJEB41270,ERS5319937,ERX4700848,ERR4830864
PRJEB41270,ERS5319925,ERX4700836,ERR4830852
PRJEB41270,ERS5319939,ERX4700850,ERR4830866
PRJEB41270,ERS5319948,ERX4700859,ERR4830875
PRJEB41270,ERS5319944,ERX4700855,ERR4830871
PRJEB41270,ERS5319945,ERX4700856,ERR4830872
PRJEB41270,ERS5319951,ERX4700862,ERR4830878
PRJEB41270,ERS5319941,ERX4700852,ERR4830868
PRJEB41270,ERS5319934,ERX4700845,ERR4830861
PRJEB41270,ERS5319935,ERX4700846,ERR4830862
PRJEB41270,ERS5319940,ERX4700851,ERR4830867
PRJEB41270,ERS5319938,ERX4700849,ERR4830865
PRJEB41270,ERS5319949,ERX4700860,ERR4830876
PRJEB41270,ERS5319936,ERX4700847,ERR4830863
PRJEB41270,ERS5319943,ERX4700854,ERR4830870
PRJEB41270,ERS5319923,ERX4700834,ERR4830850
PRJEB25972,ERS2394699,ERX2529798,ERR2510383
PRJEB25972,ERS2394725,ERX2529824,ERR2510409
PRJEB25972,ERS2394732,ERX2529831,ERR2510416
PRJEB25972,ERS2394726,ERX2529825,ERR2510410
PRJEB25972,ERS2394764,ERX2529863,ERR2510448
PRJEB25972,ERS2394788,ERX2529887,ERR2510472
PRJEB41244,ERS5319034,ERX4699945,ERR4829961
PRJEB25972,ERS2394791,ERX2529890,ERR2510475
PRJEB25972,ERS2394783,ERX2529882,ERR2510467
PRJEB25972,ERS2394828,ERX2529927,ERR2510512
PRJEB25972,ERS2394839,ERX2529938,ERR2510523
PRJEB25972,ERS2394877,ERX2529976,ERR2510561
PRJEB25972,ERS2394850,ERX2529949,ERR2510534
PRJEB25972,ERS2394851,ERX2529950,ERR2510535
PRJEB25972,ERS2394912,ERX2530011,ERR2510596
PRJEB25972,ERS2394853,ERX2529952,ERR2510537
PRJEB25972,ERS2394607,ERX2529706,ERR2510291
PRJEB25972,ERS2394612,ERX2529711,ERR2510296
PRJEB25972,ERS2394609,ERX2529708,ERR2510293
PRJEB25972,ERS2394905,ERX2530004,ERR2510589
PRJEB41201,ERS5304292,ERX4684122,ERR4814279
PRJEB41201,ERS5304293,ERX4684123,ERR4814280
PRJEB41201,ERS5304295,ERX4684125,ERR4814282
PRJEB41201,ERS5304298,ERX4684128,ERR4814285
PRJEB41201,ERS5304299,ERX4684129,ERR4814286
PRJEB41201,ERS5304300,ERX4684130,ERR4814287
PRJEB41201,ERS5304301,ERX4684131,ERR4814288
PRJEB41201,ERS5304303,ERX4684133,ERR4814290
PRJEB41201,ERS5304304,ERX4684134,ERR4814291
PRJEB41201,ERS5304305,ERX4684135,ERR4814292
PRJEB41201,ERS5304307,ERX4684137,ERR4814294
PRJEB41201,ERS5304310,ERX4684140,ERR4814297
PRJEB41201,ERS5304312,ERX4684142,ERR4814299
PRJEB41201,ERS5304314,ERX4684144,ERR4814301
PRJEB41201,ERS5304317,ERX4684147,ERR4814304
PRJEB41201,ERS5304318,ERX4684148,ERR4814305
PRJEB41201,ERS5304323,ERX4684153,ERR4814310
PRJEB41201,ERS5304324,ERX4684154,ERR4814311
PRJEB41201,ERS5304326,ERX4684156,ERR4814313
PRJEB41201,ERS5304327,ERX4684157,ERR4814314
PRJEB41201,ERS5304329,ERX4684159,ERR4814316
PRJEB41201,ERS5304335,ERX4684165,ERR4814322
PRJEB41201,ERS5304337,ERX4684167,ERR4814324
PRJEB41201,ERS5304338,ERX4684168,ERR4814325
PRJEB41201,ERS5304342,ERX4684172,ERR4814330
PRJEB41201,ERS5304344,ERX4684174,ERR4814332
PRJEB41201,ERS5304347,ERX4684177,ERR4814335
PRJEB41201,ERS5304349,ERX4684179,ERR4814337
PRJEB41201,ERS5304352,ERX4684182,ERR4814340
PRJEB41201,ERS5304354,ERX4684184,ERR4814342
PRJEB41201,ERS5304355,ERX4684185,ERR4814343
PRJEB41201,ERS5304358,ERX4684188,ERR4814346
PRJEB41201,ERS5304360,ERX4684190,ERR4814348
PRJEB41201,ERS5304361,ERX4684191,ERR4814349
PRJEB41201,ERS5304362,ERX4684192,ERR4814350
PRJEB41201,ERS5304363,ERX4684193,ERR4814351
PRJEB41201,ERS5304364,ERX4684194,ERR4814352
PRJEB41201,ERS5304366,ERX4684196,ERR4814354
PRJEB41201,ERS5304367,ERX4684197,ERR4814355
PRJEB41201,ERS5304370,ERX4684200,ERR4814358
PRJEB41201,ERS5304374,ERX4684204,ERR4814362
PRJEB41201,ERS5304379,ERX4684209,ERR4814367
PRJEB41201,ERS5304384,ERX4684214,ERR4814372
PRJEB41201,ERS5304386,ERX4684216,ERR4814374
PRJEB41201,ERS5304388,ERX4684218,ERR4814376
PRJEB41201,ERS5304389,ERX4684219,ERR4814377
PRJEB41201,ERS5304390,ERX4684220,ERR4814378
PRJEB41201,ERS5304392,ERX4684222,ERR4814380
PRJEB41201,ERS5304396,ERX4684226,ERR4814384
PRJEB41201,ERS5304397,ERX4684227,ERR4814385
PRJEB41201,ERS5304399,ERX4684229,ERR4814387
PRJEB41201,ERS5304400,ERX4684230,ERR4814388
PRJEB41201,ERS5304401,ERX4684231,ERR4814389
PRJEB41201,ERS5304405,ERX4684235,ERR4814393
PRJEB41201,ERS5304406,ERX4684236,ERR4814394
PRJEB41201,ERS5304408,ERX4684238,ERR4814396
PRJEB41201,ERS5304411,ERX4684241,ERR4814399
PRJEB41201,ERS5304412,ERX4684242,ERR4814400
PRJEB41201,ERS5304413,ERX4684243,ERR4814401
PRJEB41201,ERS5304414,ERX4684244,ERR4814402
PRJEB41201,ERS5304416,ERX4684246,ERR4814404
PRJEB41201,ERS5304417,ERX4684247,ERR4814405
PRJEB41201,ERS5304423,ERX4684253,ERR4814411
PRJEB41201,ERS5304424,ERX4684254,ERR4814412
PRJEB41201,ERS5304425,ERX4684255,ERR4814413
PRJEB41201,ERS5304426,ERX4684256,ERR4814414
PRJEB41201,ERS5304428,ERX4684258,ERR4814416
PRJEB41201,ERS5304430,ERX4684260,ERR4814418
PRJEB41201,ERS5304432,ERX4684262,ERR4814420
PRJEB41201,ERS5304436,ERX4684266,ERR4814424
PRJEB41201,ERS5304437,ERX4684267,ERR4814425
PRJEB41201,ERS5304441,ERX4684271,ERR4814429
PRJEB41201,ERS5304443,ERX4684273,ERR4814431
PRJEB41201,ERS5304444,ERX4684274,ERR4814432
PRJEB41201,ERS5304446,ERX4684276,ERR4814434
PRJEB41201,ERS5304448,ERX4684278,ERR4814436
PRJEB41201,ERS5304449,ERX4684279,ERR4814437
PRJEB41201,ERS5304450,ERX4684280,ERR4814438
PRJEB41201,ERS5304454,ERX4684284,ERR4814442
PRJEB41201,ERS5304455,ERX4684285,ERR4814443
PRJEB41201,ERS5304456,ERX4684286,ERR4814444
PRJEB41201,ERS5304457,ERX4684287,ERR4814445
PRJEB41201,ERS5304460,ERX4684290,ERR4814448
PRJEB41201,ERS5304462,ERX4684292,ERR4814450
PRJEB41201,ERS5304463,ERX4684293,ERR4814451
PRJEB41201,ERS5304466,ERX4684296,ERR4814454
PRJEB41201,ERS5304468,ERX4684298,ERR4814456
PRJEB41201,ERS5304469,ERX4684299,ERR4814457
PRJEB41201,ERS5304470,ERX4684300,ERR4814458
PRJEB41201,ERS5304474,ERX4684304,ERR4814462
PRJEB41201,ERS5304476,ERX4684306,ERR4814464
PRJEB41201,ERS5304477,ERX4684307,ERR4814465
PRJEB41201,ERS5304478,ERX4684308,ERR4814466
PRJEB41201,ERS5304479,ERX4684309,ERR4814467
PRJEB41201,ERS5304480,ERX4684310,ERR4814468
PRJEB41201,ERS5304481,ERX4684311,ERR4814469
PRJEB41201,ERS5304483,ERX4684313,ERR4814471
PRJEB41201,ERS5304485,ERX4684315,ERR4814473
PRJEB41201,ERS5304488,ERX4684318,ERR4814476
PRJEB41201,ERS5304492,ERX4684322,ERR4814480
PRJEB41201,ERS5304493,ERX4684323,ERR4814481
PRJEB41201,ERS5304496,ERX4684326,ERR4814484
PRJEB41201,ERS5304499,ERX4684329,ERR4814487
PRJEB41201,ERS5304501,ERX4684331,ERR4814489
PRJEB41201,ERS5304504,ERX4684334,ERR4814492
PRJEB41201,ERS5304505,ERX4684335,ERR4814493
PRJEB41201,ERS5304506,ERX4684336,ERR4814494
PRJEB41201,ERS5304508,ERX4684338,ERR4814496
PRJEB41201,ERS5304510,ERX4684340,ERR4814498
PRJEB41201,ERS5304511,ERX4684341,ERR4814499
PRJEB41201,ERS5304513,ERX4684343,ERR4814501
PRJEB41201,ERS5304516,ERX4684346,ERR4814504
PRJEB41201,ERS5304517,ERX4684347,ERR4814505
PRJEB41201,ERS5304520,ERX4684350,ERR4814508
PRJEB41201,ERS5304523,ERX4684353,ERR4814511
PRJEB41201,ERS5304527,ERX4684357,ERR4814515
PRJEB41201,ERS5304528,ERX4684358,ERR4814516
PRJEB41201,ERS5304530,ERX4684360,ERR4814518
PRJEB41201,ERS5304531,ERX4684361,ERR4814519
PRJEB41201,ERS5304533,ERX4684363,ERR4814521
PRJEB41201,ERS5304534,ERX4684364,ERR4814522
PRJEB41201,ERS5304535,ERX4684365,ERR4814523
PRJEB41201,ERS5304536,ERX4684366,ERR4814524
PRJEB41201,ERS5304539,ERX4684369,ERR4814527
PRJEB41201,ERS5304540,ERX4684370,ERR4814528
PRJEB41201,ERS5304541,ERX4684371,ERR4814529
PRJEB41201,ERS5304545,ERX4684375,ERR4814533
PRJEB41201,ERS5304546,ERX4684376,ERR4814534
PRJEB41201,ERS5304549,ERX4684379,ERR4814537
PRJEB41201,ERS5304552,ERX4684382,ERR4814540
PRJEB41201,ERS5304553,ERX4684383,ERR4814541
PRJEB41201,ERS5304557,ERX4684387,ERR4814545
PRJEB41201,ERS5304558,ERX4684388,ERR4814546
PRJEB41201,ERS5304560,ERX4684390,ERR4814548
PRJEB41201,ERS5304562,ERX4684392,ERR4814550
PRJEB41201,ERS5304563,ERX4684393,ERR4814551
PRJEB41201,ERS5304564,ERX4684394,ERR4814552
PRJEB41201,ERS5304565,ERX4684395,ERR4814553
PRJEB41201,ERS5304568,ERX4684398,ERR4814556
PRJEB41201,ERS5304569,ERX4684399,ERR4814557
PRJEB41201,ERS5304570,ERX4684400,ERR4814558
PRJEB41201,ERS5304573,ERX4684403,ERR4814561
PRJEB41201,ERS5304575,ERX4684405,ERR4814563
PRJEB41201,ERS5304580,ERX4684410,ERR4814568
PRJEB41201,ERS5304582,ERX4684412,ERR4814570
PRJEB41201,ERS5304585,ERX4684415,ERR4814573
PRJEB41201,ERS5304588,ERX4684418,ERR4814576
PRJEB41201,ERS5304589,ERX4684419,ERR4814577
PRJEB41201,ERS5304590,ERX4684420,ERR4814578
PRJEB41201,ERS5304591,ERX4684421,ERR4814579
PRJEB41201,ERS5304592,ERX4684422,ERR4814580
PRJEB41201,ERS5304594,ERX4684424,ERR4814582
PRJEB41201,ERS5304597,ERX4684427,ERR4814585
PRJEB41201,ERS5304598,ERX4684428,ERR4814586
PRJEB41201,ERS5304605,ERX4684435,ERR4814593
PRJEB41201,ERS5304606,ERX4684436,ERR4814594
PRJEB41201,ERS5304607,ERX4684437,ERR4814595
PRJEB41201,ERS5304610,ERX4684440,ERR4814598
PRJEB41201,ERS5304613,ERX4684443,ERR4814601
PRJEB41201,ERS5304618,ERX4684448,ERR4814606
PRJEB41201,ERS5304619,ERX4684449,ERR4814607
PRJEB41201,ERS5304620,ERX4684450,ERR4814608
PRJEB41201,ERS5304621,ERX4684451,ERR4814609
PRJEB41201,ERS5304623,ERX4684453,ERR4814611
PRJEB41201,ERS5304624,ERX4684454,ERR4814612
PRJEB41201,ERS5304627,ERX4684457,ERR4814615
PRJEB41201,ERS5304630,ERX4684460,ERR4814618
PRJEB41201,ERS5304631,ERX4684461,ERR4814619
PRJEB41201,ERS5304635,ERX4684465,ERR4814623
PRJEB41201,ERS5304636,ERX4684466,ERR4814624
PRJEB41201,ERS5304637,ERX4684467,ERR4814625
PRJEB41201,ERS5304643,ERX4684473,ERR4814631
PRJEB41201,ERS5304644,ERX4684474,ERR4814632
PRJEB41201,ERS5304645,ERX4684475,ERR4814633
PRJEB41201,ERS5304646,ERX4684476,ERR4814634
PRJEB41201,ERS5304647,ERX4684477,ERR4814635
PRJEB41201,ERS5304649,ERX4684479,ERR4814637
PRJEB41201,ERS5304650,ERX4684480,ERR4814638
PRJEB41201,ERS5304652,ERX4684482,ERR4814640
PRJEB41201,ERS5304654,ERX4684484,ERR4814642
PRJEB41201,ERS5304656,ERX4684486,ERR4814644
