#Sample.sample_id,Isolate.isolate_id,Seqrep.ena_run_accession,Isolate.ena_experiment_accession,Sample.ena_sample_accession,Sample.ena_study_accession,Pipeline_output,vcf
225,225,ERR067576,None,SAMEA1015921,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/25/225,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
226,226,ERR067718,None,SAMEA1015922,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/26/226,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
227,227,ERR067740,None,SAMEA1015923,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/27/227,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
230,230,ERR067613,None,SAMEA1015929,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/30/230,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
231,231,ERR067577,None,SAMEA1015931,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/31/231,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
232,232,ERR067692,None,SAMEA1015932,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/32/232,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
233,233,ERR067595,None,SAMEA1015933,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/33/233,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
234,234,ERR067670,None,SAMEA1015935,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/34/234,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
235,235,ERR067678,None,SAMEA1015936,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/35/235,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
236,236,ERR067679,None,SAMEA1015937,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/36/236,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
237,237,ERR067767,None,SAMEA1015939,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/37/237,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
238,238,ERR067615,None,SAMEA1015940,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/38/238,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
241,241,ERR067671,None,SAMEA1015943,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/41/241,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
242,242,ERR067614,None,SAMEA1015944,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/42/242,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
246,246,ERR067578,None,SAMEA1015951,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/46/246,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
247,247,ERR067680,None,SAMEA1015954,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/47/247,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
248,248,ERR067667,None,SAMEA1015957,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/48/248,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
250,250,ERR067690,None,SAMEA1015959,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/50/250,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
252,252,ERR067742,None,SAMEA1015961,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/52/252,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
253,253,ERR067653,None,SAMEA1015962,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/53/253,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
254,254,ERR067668,None,SAMEA1015968,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/54/254,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
255,255,ERR067580,None,SAMEA1015969,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/55/255,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
257,257,ERR067743,None,SAMEA1015973,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/57/257,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
258,258,ERR067682,None,SAMEA1015975,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/58/258,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
259,259,ERR067691,None,SAMEA1015977,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/59/259,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
260,260,ERR067654,None,SAMEA1015978,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/60/260,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
261,261,ERR067717,None,SAMEA1015979,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/61/261,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
262,262,ERR067719,None,SAMEA1015980,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/62/262,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
265,265,ERR067581,None,SAMEA1015985,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/65/265,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
266,266,ERR067673,None,SAMEA1015986,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/66/266,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
267,267,ERR067745,None,SAMEA1015987,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/67/267,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
268,268,ERR067730,None,SAMEA1015988,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/68/268,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
269,269,ERR067716,None,SAMEA1015989,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/69/269,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
270,270,ERR067694,None,SAMEA1015990,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/70/270,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
271,271,ERR067610,None,SAMEA1015991,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/71/271,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
273,273,ERR067766,None,SAMEA1015995,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/73/273,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
274,274,ERR067649,None,SAMEA1015996,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/74/274,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
275,275,ERR067609,None,SAMEA1015997,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/75/275,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
276,276,ERR067744,None,SAMEA1015998,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/76/276,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
278,278,ERR067726,None,SAMEA1016000,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/78/278,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
279,279,ERR067665,None,SAMEA1016002,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/79/279,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
280,280,ERR067600,None,SAMEA1016004,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/80/280,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
281,281,ERR067666,None,SAMEA1016005,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/81/281,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
282,282,ERR067674,None,SAMEA1016006,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/82/282,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
284,284,ERR067647,None,SAMEA1016008,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/84/284,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
286,286,ERR067582,None,SAMEA1016011,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/86/286,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
287,287,ERR067715,None,SAMEA1016013,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/87/287,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
289,289,ERR067693,None,SAMEA1016015,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/89/289,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
291,291,ERR067608,None,SAMEA1016018,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/91/291,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
292,292,ERR067731,None,SAMEA1016019,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/92/292,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
293,293,ERR067599,None,SAMEA1016021,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/93/293,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
295,295,ERR067725,None,SAMEA1016024,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/95/295,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
296,296,ERR067675,None,SAMEA1016025,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/96/296,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
297,297,ERR067728,None,SAMEA1016026,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/97/297,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
298,298,ERR067714,None,SAMEA1016028,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/02/98/298,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
300,300,ERR067612,None,SAMEA1016030,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/00/300,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
301,301,ERR067637,None,SAMEA1016033,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/01/301,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
302,302,ERR067651,None,SAMEA1016034,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/02/302,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
303,303,ERR067663,None,SAMEA1016037,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/03/303,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
304,304,ERR067636,None,SAMEA1016038,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/04/304,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
305,305,ERR067696,None,SAMEA1016039,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/05/305,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
306,306,ERR067583,None,SAMEA1016042,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/06/306,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
307,307,ERR067676,None,SAMEA1016043,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/07/307,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
308,308,ERR067713,None,SAMEA1016044,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/08/308,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
309,309,ERR067727,None,SAMEA1016045,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/09/309,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
311,311,ERR067729,None,SAMEA1016047,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/11/311,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
312,312,ERR067596,None,SAMEA1016051,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/12/312,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
314,314,ERR067650,None,SAMEA1016053,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/14/314,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
315,315,ERR067635,None,SAMEA1016054,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/15/315,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
316,316,ERR067695,None,SAMEA1016055,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/16/316,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
317,317,ERR067664,None,SAMEA1016056,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/17/317,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
319,319,ERR067765,None,SAMEA1016060,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/19/319,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
320,320,ERR067677,None,SAMEA1016061,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/20/320,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
321,321,ERR067684,None,SAMEA1016062,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/21/321,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
322,322,ERR067624,None,SAMEA1016063,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/22/322,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
324,324,ERR067660,None,SAMEA1016066,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/24/324,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
325,325,ERR067748,None,SAMEA1016067,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/25/325,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
326,326,ERR067762,None,SAMEA1016068,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/26/326,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
331,331,ERR067586,None,SAMEA1016074,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/31/331,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
332,332,ERR067697,None,SAMEA1016075,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/32/332,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
334,334,ERR067588,None,SAMEA1016078,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/34/334,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
336,336,ERR067603,None,SAMEA1016080,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/36/336,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
337,337,ERR067661,None,SAMEA1016081,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/37/337,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
339,339,ERR067604,None,SAMEA1016083,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/39/339,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
340,340,ERR067736,None,SAMEA1016084,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/40/340,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
341,341,ERR067587,None,SAMEA1016086,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/41/341,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
343,343,ERR067683,None,SAMEA1016088,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/43/343,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
344,344,ERR067721,None,SAMEA1016089,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/44/344,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
345,345,ERR067763,None,SAMEA1016090,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/45/345,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
348,348,ERR067641,None,SAMEA1016093,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/48/348,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
349,349,ERR067732,None,SAMEA1016096,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/49/349,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
350,350,ERR067759,None,SAMEA1016097,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/50/350,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
351,351,ERR067584,None,SAMEA1016098,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/51/351,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
352,352,ERR067723,None,SAMEA1016099,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/52/352,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
354,354,ERR067722,None,SAMEA1016101,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/54/354,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
355,355,ERR067627,None,SAMEA1016103,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/55/355,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
356,356,ERR067751,None,SAMEA1016104,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/56/356,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
359,359,ERR067622,None,SAMEA1016109,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/59/359,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
360,360,ERR067625,None,SAMEA1016111,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/60/360,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
361,361,ERR067620,None,SAMEA1016112,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/61/361,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
362,362,ERR067733,None,SAMEA1016113,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/62/362,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
363,363,ERR067640,None,SAMEA1016114,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/63/363,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
365,365,ERR067724,None,SAMEA1016117,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/65/365,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
368,368,ERR067750,None,SAMEA1016120,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/68/368,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
369,369,ERR067711,None,SAMEA1016122,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/69/369,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
370,370,ERR067585,None,SAMEA1016123,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/70/370,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
371,371,ERR067761,None,SAMEA1016124,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/71/371,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
372,372,ERR067700,None,SAMEA1016126,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/72/372,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
374,374,ERR067734,None,SAMEA1016128,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/74/374,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
376,376,ERR067606,None,SAMEA1016130,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/76/376,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
378,378,ERR067619,None,SAMEA1016137,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/78/378,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
380,380,ERR067707,None,SAMEA1016139,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/80/380,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
381,381,ERR067753,None,SAMEA1016140,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/81/381,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
383,383,ERR067645,None,SAMEA1016142,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/83/383,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
385,385,ERR067601,None,SAMEA1016144,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/85/385,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
386,386,ERR067757,None,SAMEA1016145,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/86/386,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
387,387,ERR067689,None,SAMEA1016146,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/87/387,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
388,388,ERR067655,None,SAMEA1016147,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/88/388,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
389,389,ERR067591,None,SAMEA1016148,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/89/389,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
391,391,ERR067618,None,SAMEA1016152,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/91/391,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
394,394,ERR067602,None,SAMEA1016158,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/94/394,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
395,395,ERR067758,None,SAMEA1016159,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/95/395,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
396,396,ERR067737,None,SAMEA1016160,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/00/03/96/396,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
