#Sample.sample_id,Isolate.isolate_id,Seqrep.ena_run_accession,Isolate.ena_experiment_accession,Sample.ena_sample_accession,Sample.ena_study_accession,Pipeline_output,vcf
14950,14950,SRR2101507,None,SAMN03648754,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/50/14950,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
14951,14951,SRR2101508,None,SAMN03648755,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/51/14951,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
14952,14952,SRR2101509,None,SAMN03648756,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/52/14952,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
14953,14953,SRR2101510,None,SAMN03648757,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/53/14953,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
14954,14954,SRR2101511,None,SAMN03648758,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/54/14954,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
14955,14955,SRR2101512,None,SAMN03648759,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/55/14955,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
14956,14956,SRR2101513,None,SAMN03648760,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/56/14956,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
14957,14957,SRR2101514,None,SAMN03648761,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/57/14957,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
14958,14958,SRR2101515,None,SAMN03648762,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/58/14958,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
14959,14959,SRR2101516,None,SAMN03648763,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/59/14959,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
14960,14960,SRR2101517,None,SAMN03648764,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/60/14960,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
14961,14961,SRR2101518,None,SAMN03648765,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/61/14961,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
14962,14962,SRR2101519,None,SAMN03648766,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/62/14962,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
14963,14963,SRR2101520,None,SAMN03648767,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/63/14963,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
14964,14964,SRR2101521,None,SAMN03648768,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/64/14964,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
14965,14965,SRR2101522,None,SAMN03648769,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/65/14965,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
14966,14966,SRR2101523,None,SAMN03648770,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/66/14966,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
14967,14967,SRR2101524,None,SAMN03648771,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/67/14967,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
14968,14968,SRR2101525,None,SAMN03648772,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/68/14968,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
14969,14969,SRR2101526,None,SAMN03648773,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/69/14969,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
14970,14970,SRR2101527,None,SAMN03648774,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/70/14970,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
14971,14971,SRR2101528,None,SAMN03648775,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/71/14971,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
14972,14972,SRR2101529,None,SAMN03648776,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/72/14972,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
14973,14973,SRR2101530,None,SAMN03648777,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/73/14973,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
14974,14974,SRR2101531,None,SAMN03648778,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/74/14974,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
14975,14975,SRR2101532,None,SAMN03648779,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/75/14975,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
14976,14976,SRR2101533,None,SAMN03648780,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/76/14976,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
14977,14977,SRR2101534,None,SAMN03648781,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/77/14977,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
14978,14978,SRR2101535,None,SAMN03648782,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/78/14978,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
14979,14979,SRR2101536,None,SAMN03648783,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/79/14979,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
14980,14980,SRR2101537,None,SAMN03648784,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/80/14980,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
14981,14981,SRR2101538,None,SAMN03648785,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/81/14981,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
14982,14982,SRR2101539,None,SAMN03648786,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/82/14982,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
14983,14983,SRR2101540,None,SAMN03648787,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/83/14983,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
14984,14984,SRR2101541,None,SAMN03648788,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/84/14984,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
14985,14985,SRR2101542,None,SAMN03648789,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/85/14985,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
14986,14986,SRR2101543,None,SAMN03648790,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/86/14986,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
14987,14987,SRR2101544,None,SAMN03648791,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/87/14987,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
14988,14988,SRR2101545,None,SAMN03648792,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/88/14988,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
14989,14989,SRR2101546,None,SAMN03648793,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/89/14989,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
14990,14990,SRR2101547,None,SAMN03648794,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/90/14990,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
14991,14991,SRR2101548,None,SAMN03648795,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/91/14991,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
14992,14992,SRR2101549,None,SAMN03648796,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/92/14992,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
14993,14993,SRR2101550,None,SAMN03648797,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/93/14993,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
14994,14994,SRR2101551,None,SAMN03648798,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/94/14994,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
14995,14995,SRR2101552,None,SAMN03648799,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/95/14995,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
14996,14996,SRR2101553,None,SAMN03648800,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/96/14996,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
14997,14997,SRR2101554,None,SAMN03648801,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/97/14997,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
14998,14998,SRR2101555,None,SAMN03648802,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/98/14998,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
14999,14999,SRR2101556,None,SAMN03648803,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/49/99/14999,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
15000,15000,SRR2101557,None,SAMN03648804,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/00/15000,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
15001,15001,SRR2101558,None,SAMN03648805,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/01/15001,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
15002,15002,SRR2101559,None,SAMN03648806,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/02/15002,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15003,15003,SRR2101560,None,SAMN03648807,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/03/15003,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
15004,15004,SRR2101561,None,SAMN03648808,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/04/15004,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15005,15005,SRR2101562,None,SAMN03648809,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/05/15005,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
15006,15006,SRR2101563,None,SAMN03648810,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/06/15006,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
15007,15007,SRR2101564,None,SAMN03648811,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/07/15007,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15008,15008,SRR2101565,None,SAMN03648812,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/08/15008,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15009,15009,SRR2101566,None,SAMN03648813,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/09/15009,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
15010,15010,SRR2101567,None,SAMN03648814,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/10/15010,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15011,15011,SRR2101568,None,SAMN03648815,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/11/15011,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15012,15012,SRR2101569,None,SAMN03648816,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/12/15012,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
15013,15013,SRR2101570,None,SAMN03648817,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/13/15013,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15014,15014,SRR2101571,None,SAMN03648818,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/14/15014,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
15015,15015,SRR2101572,None,SAMN03648819,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/15/15015,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
15016,15016,SRR2101573,None,SAMN03648820,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/16/15016,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15017,15017,SRR2101574,None,SAMN03648821,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/17/15017,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
15018,15018,SRR2101575,None,SAMN03648822,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/18/15018,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
15019,15019,SRR2101576,None,SAMN03648823,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/19/15019,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15020,15020,SRR2101577,None,SAMN03648824,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/20/15020,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
15021,15021,SRR2101578,None,SAMN03648825,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/21/15021,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
15022,15022,SRR2101579,None,SAMN03648826,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/22/15022,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15023,15023,SRR2101580,None,SAMN03648827,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/23/15023,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
15024,15024,SRR2101581,None,SAMN03648828,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/24/15024,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15025,15025,SRR2101582,None,SAMN03648829,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/25/15025,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
15026,15026,SRR2101583,None,SAMN03648830,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/26/15026,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
15027,15027,SRR2101584,None,SAMN03648831,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/27/15027,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
15028,15028,SRR2101585,None,SAMN03648832,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/28/15028,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15029,15029,SRR2101586,None,SAMN03648833,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/29/15029,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15030,15030,SRR2101587,None,SAMN03648834,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/30/15030,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
15031,15031,SRR2101588,None,SAMN03648835,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/31/15031,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
15032,15032,SRR2101589,None,SAMN03648836,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/32/15032,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
15033,15033,SRR2101590,None,SAMN03648837,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/33/15033,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
15034,15034,SRR2101591,None,SAMN03648838,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/34/15034,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15035,15035,SRR2101592,None,SAMN03648839,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/35/15035,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15036,15036,SRR2101593,None,SAMN03648840,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/36/15036,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
15037,15037,SRR2101594,None,SAMN03648841,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/37/15037,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15038,15038,SRR2101595,None,SAMN03648842,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/38/15038,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15039,15039,SRR2101596,None,SAMN03648843,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/39/15039,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
15040,15040,SRR2101597,None,SAMN03648844,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/40/15040,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15041,15041,SRR2101598,None,SAMN03648845,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/41/15041,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
15042,15042,SRR2101599,None,SAMN03648846,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/42/15042,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15043,15043,SRR2101600,None,SAMN03648847,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/43/15043,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15044,15044,SRR2101601,None,SAMN03648848,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/44/15044,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15045,15045,SRR2101602,None,SAMN03648849,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/45/15045,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
15046,15046,SRR2101603,None,SAMN03648850,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/46/15046,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
15047,15047,SRR2101604,None,SAMN03648851,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/47/15047,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
15048,15048,SRR2101605,None,SAMN03648852,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/48/15048,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
15049,15049,SRR2101606,None,SAMN03648853,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/49/15049,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
15050,15050,SRR2101607,None,SAMN03648854,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/50/15050,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
15051,15051,SRR2101608,None,SAMN03648855,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/51/15051,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15052,15052,SRR2101609,None,SAMN03648856,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/52/15052,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
15053,15053,SRR2101610,None,SAMN03648857,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/53/15053,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
15054,15054,SRR2101611,None,SAMN03648858,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/54/15054,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
15055,15055,SRR2101612,None,SAMN03648859,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/55/15055,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15056,15056,SRR2101613,None,SAMN03648860,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/56/15056,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15057,15057,SRR2101614,None,SAMN03648861,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/57/15057,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15058,15058,SRR2101615,None,SAMN03648862,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/58/15058,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
15059,15059,SRR2101616,None,SAMN03648863,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/59/15059,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15060,15060,SRR2101617,None,SAMN03648864,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/60/15060,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15061,15061,SRR2101618,None,SAMN03648865,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/61/15061,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15062,15062,SRR2101619,None,SAMN03648866,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/62/15062,Pipelines/1/variant_call/0.8.3.ref.3/minos/final.vcf
15063,15063,SRR2101620,None,SAMN03648867,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/63/15063,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
15064,15064,SRR2101621,None,SAMN03648868,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/64/15064,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
15065,15065,SRR2101622,None,SAMN03648869,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/65/15065,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
15066,15066,SRR2101623,None,SAMN03648870,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/66/15066,Pipelines/1/variant_call/0.7.1.ref.3/minos/final.vcf
15067,15067,SRR2101624,None,SAMN03648871,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/67/15067,Pipelines/1/variant_call/0.5.2.ref.3/minos/final.vcf
15068,15068,SRR2101625,None,SAMN03648872,None,/nfs/research/zi/jknaggs/tb/cryptic_ena/Clockwork_ena_tb/Pipeline_root/00/01/50/68/15068,Pipelines/1/variant_call/0.7.3.ref.3/minos/final.vcf
